SourceFile,AggregationType,Application,AppVersion,AudioBitrate,AudioLayer,Author,BackgroundColor,BitDepth,BitsPerSample,BlueMatrixColumn,BlueTRC,BlueX,BlueY,ByteOrderMark,Bytes,Category,Changed,ChannelMode,Characters,CharactersWithSpaces,ChromaticAdaptation,CMMFlags,CodePage,ColorComponents,ColorSpaceData,ColorType,ColumnCount,Columns,Comments,Company,CompObjUserType,CompObjUserTypeLen,Compression,ConnectionSpaceIlluminant,ContentType,Copyright,CopyrightFlag,CoverDate,CoverDisplayDate,Created,CreateDate,Creation-date,CreationDate--Text,CreationTime,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,CsrfParam,CsrfToken,CurrentUser,D2ei2ntb7zgeLzdiGzn-zsNNztr8lwj8yM-GyM3_ziKnMqPngn7o9eOn9yRmMaModi,Date,Datecreate,Datemodify,DCTERMSIssued,DCTERMSLanguage,DCTERMSModified,DCTERMSSource,DCTERMSTitle,Delimiter,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceModel,Directory,DocFlags,DocSecurity,Document-statisticCell-count,Document-statisticCharacter-count,Document-statisticImage-count,Document-statisticNon-whitespace-character-count,Document-statisticObject-count,Document-statisticPage-count,Document-statisticParagraph-count,Document-statisticTable-count,Document-statisticWord-count,DocumentID,Doi,Dpi,Duration,Editing-cycles,Editing-duration,ElsevierWebPDFSpecifications,Emphasis,Encoder,EncodingProcess,EndingPage,ExifByteOrder,ExifImageHeight,ExifImageWidth,ExifToolVersion,Fig_height,Fig_width,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Filter,Fontsize,Format,Gamma,Generator,GreenMatrixColumn,GreenTRC,GreenX,GreenY,HasXFA,HeadingPairs,HiddenSlides,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,HTTPEquivXUACompatible,HyperlinksChanged,ID3Size,Identification,Identifier,ImageHeight,ImageSize,ImageWidth,InstanceID,IntensityStereo,Interlace,ISSN,JFIFVersion,Journal_article_version,Keywords,Language,LanguageCode,LastModifiedBy,LastPrinted,Linearized,LineCount,Lines,LinksUpToDate,MajorVersionDate,Manager,Marked,MediaBlackPoint,MediaWhitePoint,Megapixels,MetadataDate,MIMEEncoding,MIMEType,MMClips,ModifyDate,MPEGAudioVersion,MSStereo,Newlines,Notes,Number,OriginalDocumentID,OriginalMedia,Output,PageCount,PageLayout,PageMode,PageRange,Pages,Palette,Paragraphs,Pdf_document,PDFVersion,PixelsPerUnitX,PixelsPerUnitY,PixelUnits,PresentationFormat,PresentationTarget,PreviewImage,PreviewPNG,PrimaryPlatform,Print-date,Printed-by,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileName,ProfileVersion,PTEX_Fullbanner,PublicationName,Publisher,Quoting,RedMatrixColumn,RedTRC,RedX,RedY,RenderingIntent,RenditionClass,ResolutionUnit,RevisionNumber,Robots,RowCount,SampleRate,ScaleCrop,SharedDoc,SignificantBits,Slides,Software,SRGBRendering,StartingPage,Subject,Subtitle,System,Tag_TemplateID,TaggedPDF,Template,Title,TitleOfParts,TitlesOfParts,TotalEditTime,Trapped,URL,Version,Viewport,Volume,Warning,WhitePointX,WhitePointY,Word97,WordCount,Words,X9O3Cowz9ndyNntmGndqLysNNotn_lt78ngeGmwmNngvmdj-yMuRo9ePnM-QntmLndaTma,XMPToolkit,XResolution,XslVendor,YCbCrSubSampling,YResolution,ZipBitFlag,ZipCompressedSize,ZipCompression,ZipCRC,ZipFileName,ZipModifyDate,ZipRequiredVersion,ZipUncompressedSize,ZjJBNnM3-ogmJnMaGndz9ysNNzgj7lt-MmtuGngr_z937ndmJyPeKo9eQmd6Rmt-NmtaTma
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/intro/intro.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/intro,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:31:52+01:00,2025:02:15 20:30:15+01:00,2024:03:28 23:21:52+01:00,intro.html,rw-rw-r--,499 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description Research Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page4.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:54+02:00,image_page4.png,rw-rw-r--,93 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page7.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:54+02:00,image_page7.png,rw-rw-r--,104 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/cross.png,,,,,,,,8,,,,,,,,,,,,,,,,,,RGB with Alpha,,,,,,,Deflate/Inflate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:24 11:05:12+02:00,cross.png,rw-rw-r--,1230 bytes,PNG,png,Adaptive,,,,,,,,,,,,,,,,,,,,,,40,40x40,40,,,Noninterlaced,,,,,,,,,,,,,,,,,,0.002,,,image/png,,,,,,,,,,,,,,,,,,,,8858,8858,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 8 8 8,,www.inkscape.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page8.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:54+02:00,image_page8.png,rw-rw-r--,90 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/smile.png,,,,,,,,8,,,,,,,,,,,,,,,,,,RGB with Alpha,,,,,,,Deflate/Inflate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:24 11:05:12+02:00,smile.png,rw-rw-r--,1600 bytes,PNG,png,Adaptive,,,,,,,,,,,,,,,,,,,,,,40,40x40,40,,,Noninterlaced,,,,,,,,,,,,,,,,,,0.002,,,image/png,,,,,,,,,,,,,,,,,,,,8858,8858,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 8 8 8,,www.inkscape.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page12.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:56+02:00,image_page12.png,rw-rw-r--,142 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page11.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:56+02:00,image_page11.png,rw-rw-r--,138 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/sad.png,,,,,,,,8,,,,,,,,,,,,,,,,,,RGB with Alpha,,,,,,,Deflate/Inflate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:24 11:05:12+02:00,sad.png,rw-rw-r--,1702 bytes,PNG,png,Adaptive,,,,,,,,,,,,,,,,,,,,,,40,40x40,40,,,Noninterlaced,,,,,,,,,,,,,,,,,,0.002,,,image/png,,,,,,,,,,,,,,,,,,,,8858,8858,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 8 8 8,,www.inkscape.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page10.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:56+02:00,image_page10.png,rw-rw-r--,142 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:08 21:52:34+02:00,image_page0.png,rw-rw-r--,7.7 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1169,826x1169,826,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.966,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page13.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:56+02:00,image_page13.png,rw-rw-r--,55 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page3.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:52+02:00,image_page3.png,rw-rw-r--,62 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page6.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:54+02:00,image_page6.png,rw-rw-r--,92 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback/image_page5.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Research Review/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:18+01:00,2025:02:15 20:30:15+01:00,2023:10:09 01:16:54+02:00,image_page5.png,rw-rw-r--,104 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
